Test_Eligibility,Users_Visit_Site,Users_Visit_Homepage,Delivery_Eligible,Users_View_Banner,Users_Click_Banner,Users_redeemed,account_tenure,platform,age,income,Converted,Orders,Delivery_Orders,Non_Click_View
Test,1,1,1,1,0,0,165,App,49,75000,0,0,0,1
Control,1,1,1,0,0,0,28,App,35,50000,0,0,0,0
Test,1,1,1,1,0,0,149,App,64,100000,0,0,0,1
Control,1,1,1,0,0,0,24,App,29,100000,0,7,2,0
Test,1,1,1,1,0,0,62,Web,53,100000,0,3,5,1
Test,0,0,0,0,0,0,27,Web,32,50000,0,0,0,0
Test,1,1,0,0,0,0,30,App,27,100000,0,0,0,0
Control,1,1,0,0,0,0,48,App,44,25000,0,0,0,0
Control,0,0,0,0,0,0,171,App,51,75000,0,0,0,0
Test,1,0,0,0,0,0,60,Web,24,50000,0,0,0,0
Test,1,1,0,0,0,0,32,Web,66,75000,0,0,0,0
Control,1,1,1,0,0,0,22,Web,34,25000,0,0,0,0
Test,1,1,0,0,0,0,12,App,42,100000,0,0,0,0
Control,1,1,1,0,0,0,76,Web,32,75000,0,7,1,0
Control,0,0,0,0,0,0,135,Web,29,50000,0,0,0,0
Test,0,0,0,0,1,0,50,Web,41,75000,0,0,0,0
Test,1,1,1,0,0,0,127,Web,54,50000,0,0,0,0
Control,1,1,1,0,0,0,77,App,26,100000,0,0,0,0
Test,1,1,1,1,1,0,58,App,27,50000,0,0,0,0
Test,1,1,0,0,1,0,42,Web,24,25000,0,0,0,0
Control,1,1,0,0,0,0,121,Web,47,75000,0,0,0,0
Control,1,1,1,0,0,0,155,Web,40,100000,1,0,0,0
Control,1,1,1,0,0,0,18,App,50,25000,0,0,0,0
Control,1,1,1,0,0,0,131,Web,68,100000,0,7,2,0
Test,1,1,1,1,0,0,61,Web,18,25000,0,0,0,1
Test,1,0,0,0,1,0,77,Web,60,50000,0,0,0,0
Control,1,1,1,0,0,0,54,Web,36,25000,0,0,0,0
Control,1,1,1,0,0,0,60,Web,54,25000,0,0,0,0
Test,1,0,0,0,1,0,13,App,47,50000,0,0,0,0
Control,1,1,1,0,0,0,13,Web,46,50000,0,0,0,0
Test,0,0,0,0,0,0,179,App,66,100000,0,0,0,0
Test,1,1,1,1,0,1,26,App,45,75000,0,4,3,1
Test,1,1,1,1,0,0,12,App,55,100000,0,0,0,1
Test,1,1,0,0,0,0,175,Web,23,75000,0,0,0,0
Test,1,1,0,0,1,0,146,Web,47,50000,0,0,0,0
Test,1,1,0,0,0,0,8,Web,32,50000,1,0,0,0
Test,0,0,0,0,0,0,39,App,46,100000,0,0,0,0
Control,1,1,1,0,0,0,176,App,51,125000,0,0,0,0
Control,1,1,1,0,0,0,23,App,52,75000,0,0,0,0
Control,0,0,0,0,0,0,160,App,36,25000,1,0,0,0
Control,1,1,1,0,0,0,25,Web,60,100000,0,0,0,0
Test,0,0,0,0,0,0,115,App,24,75000,0,0,0,0
Test,1,1,1,0,0,0,172,Web,51,50000,0,0,0,0
Control,1,1,1,0,0,0,37,App,39,75000,0,0,0,0
Test,0,0,0,0,1,0,150,Web,28,50000,0,0,0,0
Control,1,1,1,0,0,0,85,App,68,75000,0,0,0,0
Test,1,1,1,0,0,0,93,App,60,75000,0,0,0,0
Control,1,1,1,0,0,0,18,Web,40,100000,0,3,3,0
Test,1,1,0,0,1,0,58,App,56,25000,0,0,0,0
Control,1,1,1,0,0,0,80,App,35,100000,1,0,0,0
Control,1,1,0,0,0,0,97,Web,32,75000,0,0,0,0
Control,1,1,0,0,0,0,144,App,43,100000,0,0,0,0
Test,1,1,1,0,0,0,50,App,41,50000,0,0,0,0
Control,1,1,0,0,0,0,134,Web,39,75000,0,0,0,0
Control,1,1,1,0,0,0,113,Web,22,75000,0,0,0,0
Control,1,1,1,0,0,0,38,Web,30,100000,0,0,0,0
Control,1,1,0,0,0,0,102,Web,35,25000,0,0,0,0
Control,1,1,0,0,0,0,59,App,22,50000,0,7,5,0
Test,0,0,0,0,0,0,124,Web,67,75000,0,0,0,0
Control,1,1,0,0,0,0,130,App,56,25000,0,0,0,0
Control,0,0,0,0,0,0,31,Web,57,50000,0,0,0,0
Control,1,1,1,0,0,0,24,Web,62,75000,0,0,0,0
Test,1,0,0,0,1,0,50,App,46,75000,0,0,0,0
Test,1,1,1,1,0,0,25,App,60,75000,0,0,0,1
Control,1,0,0,0,0,0,49,Web,56,75000,0,0,0,0
Control,0,0,0,0,0,0,116,App,63,50000,1,0,0,0
Test,1,1,1,0,0,0,67,App,70,75000,0,0,0,0
Control,1,1,1,0,0,0,157,Web,53,125000,0,0,0,0
Test,1,0,0,0,0,0,59,Web,29,75000,0,0,0,0
Test,1,1,1,1,0,0,124,Web,61,75000,0,0,0,1
Test,1,1,1,0,1,0,132,App,36,125000,0,0,0,0
Test,1,1,1,1,0,0,19,Web,23,75000,0,0,0,1
Control,1,1,0,0,0,0,129,Web,48,100000,0,6,3,0
Test,1,1,1,1,0,0,172,Web,64,100000,0,0,0,1
Control,1,0,0,0,0,0,56,App,57,50000,0,0,0,0
Control,0,0,0,0,0,0,10,App,52,25000,0,0,0,0
Control,0,0,0,0,0,0,121,Web,32,75000,0,0,0,0
Control,0,0,0,0,0,0,144,Web,29,75000,0,0,0,0
Test,0,0,0,0,0,0,66,Web,61,75000,0,0,0,0
Control,0,0,0,0,0,0,158,Web,23,75000,0,0,0,0
Control,0,0,0,0,0,0,102,App,49,25000,0,0,0,0
Test,0,0,0,0,0,0,96,Web,22,50000,0,0,0,0
Control,0,0,0,0,0,0,89,App,64,50000,0,0,0,0
Control,1,1,1,0,0,0,149,App,43,75000,0,0,0,0
Control,1,1,1,0,0,0,120,App,24,50000,0,0,0,0
Control,1,1,1,0,0,0,164,Web,50,100000,0,0,0,0
Control,1,1,1,0,0,0,175,Web,36,25000,0,6,2,0
Test,1,1,1,1,0,0,173,App,48,50000,0,0,0,1
Control,1,1,0,0,0,0,94,Web,24,75000,0,0,0,0
Control,1,1,1,0,0,0,92,Web,42,75000,1,0,0,0
Test,1,1,0,0,0,0,71,App,39,75000,0,0,0,0
Test,1,1,1,0,0,0,46,Web,20,75000,0,0,0,0
Test,0,0,0,0,0,0,162,App,32,25000,0,0,0,0
Control,1,0,0,0,0,0,70,Web,20,75000,0,0,0,0
Control,1,1,1,0,0,0,23,App,39,50000,0,0,0,0
Test,0,0,0,0,0,0,154,Web,65,100000,0,0,0,0
Control,1,1,1,0,0,0,110,App,29,75000,0,0,0,0
Test,1,0,0,0,0,0,86,App,22,100000,0,0,0,0
Control,1,1,1,0,0,0,16,App,50,75000,0,0,0,0
Control,0,0,0,0,0,0,153,App,24,100000,0,0,0,0
Control,1,1,1,0,0,0,161,App,32,100000,0,0,0,0
Test,1,1,1,0,1,0,179,App,26,25000,0,0,0,0
Test,0,0,0,0,0,0,175,App,26,25000,0,4,4,0
Test,0,0,0,0,0,0,102,App,21,25000,0,0,0,0
Test,1,1,1,1,0,0,145,Web,67,50000,0,0,0,1
Control,0,0,0,0,0,0,19,Web,65,100000,0,0,0,0
Control,1,1,1,0,0,0,125,Web,33,75000,0,4,2,0
Control,1,1,0,0,0,0,117,Web,55,75000,0,0,0,0
Control,1,1,1,0,0,0,96,Web,30,50000,0,0,0,0
Control,1,1,1,0,0,0,25,App,33,100000,0,0,0,0
Control,1,1,1,0,0,0,123,Web,29,25000,1,0,0,0
Control,0,0,0,0,0,0,152,Web,48,75000,0,0,0,0
Control,1,1,1,0,0,0,48,Web,52,25000,0,0,0,0
Test,1,1,1,1,0,0,67,Web,18,25000,0,0,0,1
Test,1,1,1,1,1,1,171,Web,53,100000,0,0,0,0
Test,1,1,0,0,1,0,56,Web,23,100000,0,0,0,0
Control,1,1,1,0,0,0,18,App,42,75000,0,0,0,0
Control,0,0,0,0,0,0,71,Web,60,125000,0,0,0,0
Test,0,0,0,0,0,0,171,Web,70,50000,0,0,0,0
Control,0,0,0,0,0,0,51,Web,24,50000,0,5,4,0
Control,1,1,0,0,0,0,163,App,69,50000,0,0,0,0
Test,0,0,0,0,0,0,110,Web,22,50000,0,0,0,0
Test,1,1,0,0,0,0,99,Web,67,100000,0,0,0,0
Control,1,0,0,0,0,0,175,App,29,50000,0,0,0,0
Control,1,1,1,0,0,0,1,Web,67,25000,0,0,0,0
Control,0,0,0,0,0,0,71,App,37,100000,0,0,0,0
Control,1,1,0,0,0,0,34,App,59,75000,0,0,0,0
Control,1,0,0,0,0,0,23,App,28,100000,0,0,0,0
Control,1,1,1,0,0,0,69,App,27,25000,0,0,0,0
Control,1,1,1,0,0,0,80,Web,53,75000,0,0,0,0
Control,1,1,1,0,0,0,53,Web,27,25000,0,0,0,0
Test,1,0,0,0,0,0,34,Web,24,75000,0,0,0,0
Test,1,1,1,1,0,1,94,Web,69,50000,0,0,0,1
Test,1,1,1,1,0,0,156,Web,62,75000,0,4,2,1
Control,1,0,0,0,0,0,21,Web,32,50000,0,0,0,0
Control,0,0,0,0,0,0,24,App,39,25000,0,0,0,0
Control,0,0,0,0,0,0,174,Web,23,75000,0,0,0,0
Test,1,1,0,0,0,0,172,App,61,125000,0,0,0,0
Test,1,1,1,0,0,0,102,App,57,25000,0,0,0,0
Test,1,1,1,1,1,0,31,Web,69,50000,0,0,0,0
Test,1,1,1,1,0,0,173,Web,61,50000,0,0,0,1
Control,0,0,0,0,0,0,105,Web,48,75000,0,0,0,0
Test,0,0,0,0,0,0,38,App,33,50000,0,0,0,0
Test,0,0,0,0,1,0,132,App,61,50000,0,0,0,0
Control,1,1,0,0,0,0,67,Web,68,25000,0,0,0,0
Test,1,1,1,0,0,0,99,Web,56,75000,0,0,0,0
Control,1,1,1,0,0,0,168,App,22,50000,0,0,0,0
Control,1,1,1,0,0,0,6,App,43,50000,0,0,0,0
Test,0,0,0,0,0,0,170,Web,48,75000,0,0,0,0
Control,1,1,1,0,0,0,29,App,66,75000,0,0,0,0
Control,1,1,0,0,0,0,94,Web,57,50000,0,0,0,0
Control,1,1,1,0,0,0,36,App,49,50000,0,9,1,0
Test,1,1,0,0,0,0,147,App,65,50000,0,0,0,0
Control,1,1,0,0,0,0,163,App,51,25000,0,0,0,0
Test,0,0,0,0,1,0,103,App,70,50000,0,7,2,0
Test,1,1,1,1,0,0,129,Web,50,50000,0,0,0,1
Test,1,1,1,1,1,0,11,App,60,25000,0,0,0,0
Control,1,1,1,0,0,0,134,Web,30,100000,0,0,0,0
Test,1,1,0,0,0,0,71,Web,22,25000,0,0,0,0
Test,1,1,0,0,1,0,55,App,68,100000,0,0,0,0
Control,1,1,1,0,0,0,161,App,27,50000,0,0,0,0
Test,1,1,0,0,0,0,51,Web,28,100000,0,0,0,0
Test,1,1,0,0,1,0,114,Web,37,75000,0,0,0,0
Test,0,0,0,0,0,0,45,Web,45,50000,0,0,0,0
Test,1,1,1,1,0,0,32,App,27,75000,0,3,5,1
Test,1,1,0,0,0,0,131,Web,25,100000,0,0,0,0
Test,1,1,1,1,1,1,114,App,50,75000,1,0,0,0
Control,1,1,1,0,0,0,112,Web,48,75000,0,0,0,0
Test,1,1,0,0,0,0,108,App,20,25000,0,0,0,0
Test,1,1,1,0,0,0,139,App,65,100000,0,0,0,0
Control,1,1,0,0,0,0,61,Web,36,75000,0,0,0,0
Test,1,1,0,0,1,0,27,Web,19,75000,0,0,0,0
Control,1,1,1,0,0,0,65,App,26,100000,0,0,0,0
Test,1,1,0,0,0,0,110,App,70,75000,0,0,0,0
Test,1,1,1,1,1,1,100,App,70,75000,0,0,0,0
Test,0,0,0,0,0,0,119,App,21,25000,0,0,0,0
Test,0,0,0,0,0,0,114,Web,36,50000,0,0,0,0
Test,0,0,0,0,0,0,31,App,41,25000,0,0,0,0
Test,0,0,0,0,0,0,34,App,23,50000,0,0,0,0
Test,1,0,0,0,0,0,19,App,19,50000,0,8,2,0
Test,1,1,0,0,1,0,54,App,70,75000,0,0,0,0
Test,1,1,0,0,0,0,162,Web,57,100000,0,0,0,0
Test,1,1,1,1,1,0,169,Web,38,75000,0,0,0,0
Test,1,1,0,0,0,0,165,App,64,25000,0,0,0,0
Control,0,0,0,0,0,0,21,App,46,25000,0,6,2,0
Control,1,1,0,0,0,0,180,App,33,75000,0,0,0,0
Test,1,1,1,0,0,0,56,App,28,100000,0,0,0,0
Control,1,1,1,0,0,0,167,App,30,50000,0,0,0,0
Control,1,1,1,0,0,0,121,Web,63,100000,0,3,1,0
Test,0,0,0,0,0,0,139,App,56,25000,0,0,0,0
Control,1,1,0,0,0,0,132,Web,19,25000,0,0,0,0
Control,0,0,0,0,0,0,31,App,52,125000,0,6,1,0
Test,1,1,1,1,0,0,45,App,42,25000,0,0,0,1
Test,0,0,0,0,0,0,161,App,56,75000,0,0,0,0
Control,1,1,1,0,0,0,148,App,37,75000,0,0,0,0
Control,1,1,1,0,0,0,139,Web,31,25000,0,0,0,0
Test,0,0,0,0,0,0,72,App,62,75000,0,0,0,0
Test,1,1,1,1,0,0,63,App,70,50000,0,0,0,1
Test,1,1,1,0,0,0,118,Web,48,75000,0,0,0,0
Test,1,1,0,0,1,0,134,App,60,50000,0,0,0,0
Control,1,1,1,0,0,0,128,App,20,50000,0,0,0,0
Test,1,1,1,1,0,0,55,Web,35,50000,0,0,0,1
Test,1,1,1,1,1,0,25,Web,29,25000,0,6,2,0
Control,1,1,0,0,0,0,39,App,18,50000,0,0,0,0
Test,0,0,0,0,0,0,135,App,44,100000,0,0,0,0
Test,0,0,0,0,0,0,172,App,20,25000,0,2,2,0
Control,1,0,0,0,0,0,71,App,61,75000,0,0,0,0
Control,0,0,0,0,0,0,52,Web,66,25000,0,0,0,0
Control,1,1,1,0,0,0,94,Web,23,50000,0,0,0,0
Control,1,1,1,0,0,0,3,App,67,75000,0,0,0,0
Test,1,1,1,0,0,0,111,App,33,50000,0,13,3,0
Test,1,1,1,1,0,0,28,Web,53,75000,0,0,0,1
Control,1,1,1,0,0,0,107,App,66,75000,0,0,0,0
Test,1,1,1,1,0,0,175,App,47,50000,0,3,1,1
Test,0,0,0,0,0,0,171,App,54,50000,0,5,2,0
Test,1,1,1,1,0,0,103,Web,44,25000,0,0,0,1
Test,1,1,1,1,0,0,17,App,56,25000,0,0,0,1
Test,1,1,0,0,0,0,162,App,18,100000,0,0,0,0
Test,1,0,0,0,0,0,83,Web,64,75000,0,0,0,0
Test,1,1,0,0,0,0,178,Web,63,125000,0,0,0,0
Test,0,0,0,0,1,0,94,App,44,50000,0,0,0,0
Control,0,0,0,0,0,0,166,App,24,125000,0,0,0,0
Control,0,0,0,0,0,0,87,Web,62,50000,0,0,0,0
Control,1,1,1,0,0,0,53,Web,43,75000,1,0,0,0
Control,1,1,0,0,0,0,84,App,22,50000,1,0,0,0
Test,1,1,0,0,1,0,140,Web,34,25000,0,0,0,0
Test,1,1,0,0,1,0,51,App,37,50000,0,0,0,0
Control,1,1,1,0,0,0,55,Web,18,100000,0,0,0,0
Control,1,1,1,0,0,0,30,Web,31,75000,0,0,0,0
Control,1,1,0,0,0,0,17,Web,44,100000,0,7,3,0
Test,0,0,0,0,0,0,102,Web,69,100000,0,0,0,0
Test,1,1,1,1,0,0,155,Web,20,25000,0,10,5,1
Test,0,0,0,0,0,0,175,App,39,75000,0,0,0,0
Test,1,1,1,1,1,1,163,App,48,75000,0,0,0,0
Control,1,1,1,0,0,0,12,Web,32,100000,0,0,0,0
Control,1,1,0,0,0,0,20,App,34,50000,0,0,0,0
Test,1,1,1,1,0,0,139,Web,33,75000,0,0,0,1
Control,1,1,1,0,0,0,135,App,63,75000,0,0,0,0
Control,1,1,1,0,0,0,68,Web,54,75000,0,0,0,0
Test,1,1,1,1,0,0,177,Web,27,100000,0,0,0,1
Test,1,1,1,1,0,0,70,Web,36,125000,0,0,0,1
Test,0,0,0,0,0,0,111,Web,66,50000,0,0,0,0
Test,1,1,1,1,1,0,44,App,24,75000,0,0,0,0
Test,1,0,0,0,0,0,148,Web,22,100000,1,0,0,0
Test,1,1,1,1,0,0,63,App,57,100000,0,0,0,1
Test,0,0,0,0,0,0,91,App,26,25000,0,0,0,0
Test,1,1,0,0,0,0,0,Web,30,50000,0,0,0,0
Control,1,0,0,0,0,0,142,App,22,75000,0,0,0,0
Test,1,1,0,0,0,0,177,App,57,75000,0,2,1,0
Control,1,1,1,0,0,0,17,Web,45,75000,0,0,0,0
Test,1,1,1,1,0,1,106,Web,52,25000,0,0,0,1
Control,1,1,1,0,0,0,56,App,59,75000,0,0,0,0
Test,1,1,1,1,0,0,2,App,45,25000,0,0,0,1
Test,1,1,1,1,0,0,17,Web,33,75000,0,4,2,1
Control,1,1,1,0,0,0,125,App,62,50000,0,0,0,0
Control,0,0,0,0,0,0,45,App,57,75000,0,0,0,0
Control,1,1,1,0,0,0,64,App,52,75000,0,0,0,0
Test,1,1,1,1,0,0,126,Web,62,25000,0,0,0,1
Test,1,1,1,1,0,0,134,Web,20,25000,0,0,0,1
Control,1,1,1,0,0,0,66,App,36,25000,0,0,0,0
Control,0,0,0,0,0,0,114,Web,28,100000,1,0,0,0
Control,0,0,0,0,0,0,129,App,67,75000,0,0,0,0
Control,0,0,0,0,0,0,178,Web,44,50000,0,0,0,0
Test,1,1,0,0,0,0,1,Web,63,75000,0,0,0,0
Control,1,1,1,0,0,0,107,Web,42,100000,0,0,0,0
Test,0,0,0,0,0,0,21,Web,52,25000,0,0,0,0
Test,1,1,1,0,0,0,143,App,44,100000,0,3,6,0
Test,1,1,1,0,0,0,26,Web,58,75000,0,0,0,0
Control,1,1,0,0,0,0,70,App,68,50000,0,0,0,0
Test,0,0,0,0,0,0,62,App,44,75000,0,0,0,0
Test,1,1,1,1,0,0,180,App,30,75000,0,0,0,1
Control,1,1,1,0,0,0,17,Web,58,50000,0,0,0,0
Test,1,1,1,1,0,0,74,Web,63,75000,0,0,0,1
Control,1,1,1,0,0,0,86,Web,57,50000,0,0,0,0
Test,1,1,1,1,1,0,171,Web,29,50000,0,0,0,0
Test,1,1,1,1,0,0,56,Web,57,25000,0,0,0,1
Control,1,1,1,0,0,0,73,App,40,50000,0,0,0,0
Test,1,1,1,1,0,0,47,Web,65,50000,0,0,0,1
Test,1,0,0,0,0,0,22,App,51,50000,0,0,0,0
Test,1,1,1,1,0,1,175,Web,63,25000,0,0,0,1
Test,0,0,0,0,0,0,10,App,36,100000,0,0,0,0
Control,1,1,1,0,0,0,180,Web,58,50000,0,0,0,0
Test,1,1,1,0,1,0,173,Web,61,25000,0,0,0,0
Control,1,1,1,0,0,0,150,Web,42,50000,0,5,3,0
Test,0,0,0,0,0,0,50,App,28,75000,0,0,0,0
Control,1,1,1,0,0,0,80,App,18,125000,0,0,0,0
Control,1,1,0,0,0,0,1,App,55,100000,0,0,0,0
Control,1,1,0,0,0,0,120,Web,30,75000,0,0,0,0
Test,1,1,1,1,0,0,142,Web,25,50000,1,5,4,1
Test,1,1,0,0,0,0,157,App,48,25000,0,4,4,0
Test,1,1,1,1,1,0,77,App,43,75000,0,0,0,0
Control,0,0,0,0,0,0,92,App,30,75000,0,0,0,0
Control,1,1,1,0,0,0,64,Web,58,50000,0,0,0,0
Control,1,1,0,0,0,0,16,Web,68,75000,0,0,0,0
Test,1,1,1,1,1,0,17,App,61,50000,0,0,0,0
Control,1,1,1,0,0,0,82,App,33,100000,0,5,2,0
Control,1,1,1,0,0,0,147,Web,40,125000,0,0,0,0
Test,0,0,0,0,0,0,7,Web,32,75000,0,0,0,0
Test,0,0,0,0,0,0,110,Web,22,25000,0,0,0,0
Control,0,0,0,0,0,0,175,App,39,100000,0,0,0,0
Control,1,1,1,0,0,0,30,Web,61,25000,0,0,0,0
Control,1,1,0,0,0,0,133,App,30,50000,0,1,3,0
Test,1,1,1,1,0,0,73,App,20,25000,0,0,0,1
Control,1,1,1,0,0,0,162,App,32,25000,0,1,1,0
Test,1,1,1,0,0,0,10,Web,69,75000,0,0,0,0
Test,1,0,0,0,0,0,24,Web,51,50000,0,0,0,0
Test,1,1,0,0,0,0,154,Web,69,25000,0,0,0,0
Control,0,0,0,0,0,0,21,App,24,50000,0,0,0,0
Control,1,1,1,0,0,0,54,App,50,125000,0,6,5,0
Control,0,0,0,0,0,0,73,Web,26,125000,1,0,0,0
Test,0,0,0,0,0,0,94,App,56,50000,0,0,0,0
Control,0,0,0,0,0,0,156,App,44,50000,0,0,0,0
Test,0,0,0,0,0,0,81,App,66,75000,0,0,0,0
Control,1,1,1,0,0,0,14,App,21,50000,0,0,0,0
Test,1,1,1,1,0,0,20,App,67,50000,1,0,0,1
Test,1,0,0,0,1,0,84,App,18,50000,0,0,0,0
Test,0,0,0,0,0,0,44,Web,54,100000,0,3,3,0
Test,0,0,0,0,1,0,114,App,32,100000,0,0,0,0
Control,0,0,0,0,0,0,24,App,19,25000,0,0,0,0
Control,1,1,1,0,0,0,7,Web,39,75000,0,0,0,0
Test,1,1,0,0,0,0,167,Web,53,75000,0,0,0,0
Control,0,0,0,0,0,0,112,Web,69,75000,0,0,0,0
Test,0,0,0,0,0,0,62,Web,64,25000,0,6,6,0
Control,1,1,0,0,0,0,93,App,40,50000,0,0,0,0
Control,1,0,0,0,0,0,176,Web,70,75000,0,0,0,0
Control,0,0,0,0,0,0,163,Web,52,75000,0,0,0,0
Test,1,1,0,0,0,0,37,App,24,75000,0,0,0,0
Control,0,0,0,0,0,0,64,App,44,100000,0,0,0,0
Control,1,1,1,0,0,0,75,Web,21,75000,0,0,0,0
Test,1,1,0,0,0,0,40,App,53,75000,0,0,0,0
Test,1,1,1,0,0,0,128,App,60,25000,0,0,0,0
Control,1,0,0,0,0,0,60,Web,18,125000,0,0,0,0
Control,1,1,1,0,0,0,17,App,38,75000,0,0,0,0
Control,1,1,1,0,0,0,34,App,46,50000,0,0,0,0
Control,0,0,0,0,0,0,34,App,41,75000,0,0,0,0
Control,1,1,0,0,0,0,98,App,21,125000,0,0,0,0
Test,1,1,1,1,0,0,43,Web,54,75000,0,1,4,1
Test,1,1,1,1,0,0,103,Web,25,75000,0,0,0,1
Test,1,1,0,0,0,0,107,App,52,75000,0,0,0,0
Control,0,0,0,0,0,0,165,Web,45,50000,0,0,0,0
Test,1,1,0,0,0,0,21,App,49,50000,0,0,0,0
Control,1,0,0,0,0,0,47,App,47,25000,1,0,0,0
Control,1,1,1,0,0,0,92,Web,18,50000,0,0,0,0
Control,0,0,0,0,0,0,4,App,48,75000,0,0,0,0
Test,1,1,1,1,0,0,50,App,57,75000,0,0,0,1
Control,1,1,1,0,0,0,89,Web,19,75000,0,0,0,0
Test,0,0,0,0,0,0,63,App,32,75000,0,0,0,0
Control,1,0,0,0,0,0,80,App,66,50000,0,0,0,0
Test,1,1,1,1,1,0,159,App,29,75000,0,0,0,0
Test,1,1,0,0,0,0,100,Web,55,50000,0,6,4,0
Control,1,1,1,0,0,0,82,App,18,50000,0,0,0,0
Test,1,1,1,1,0,0,17,Web,51,50000,0,0,0,1
Test,1,1,1,1,0,0,100,Web,53,125000,0,0,0,1
Control,1,1,1,0,0,0,45,Web,51,75000,0,0,0,0
Control,0,0,0,0,0,0,165,App,46,25000,0,0,0,0
Control,1,1,0,0,0,0,12,Web,51,75000,0,0,0,0
Control,1,1,1,0,0,0,146,Web,52,75000,0,0,0,0
Control,1,1,1,0,0,0,161,App,51,50000,0,0,0,0
Test,1,1,1,1,0,0,32,App,36,125000,0,0,0,1
Test,1,1,1,1,0,0,2,App,30,50000,0,0,0,1
Test,1,1,0,0,0,0,175,App,21,50000,0,0,0,0
Control,0,0,0,0,0,0,120,Web,36,50000,0,0,0,0
Control,1,1,1,0,0,0,36,App,22,25000,0,0,0,0
Test,1,1,1,1,1,0,17,Web,29,50000,0,2,3,0
Test,1,1,0,0,0,0,130,Web,25,100000,0,0,0,0
Control,1,0,0,0,0,0,118,Web,24,50000,0,0,0,0
Test,1,1,0,0,0,0,129,Web,18,75000,0,0,0,0
Control,1,1,0,0,0,0,35,Web,57,75000,0,0,0,0
Control,1,1,0,0,0,0,73,App,46,50000,0,0,0,0
Control,1,0,0,0,0,0,171,App,18,100000,0,0,0,0
Test,1,1,1,1,0,0,130,App,62,25000,0,0,0,1
Control,1,1,1,0,0,0,114,Web,42,25000,0,0,0,0
Control,1,1,1,0,0,0,164,App,27,75000,0,0,0,0
Control,1,0,0,0,0,0,146,App,29,25000,0,0,0,0
Control,1,1,1,0,0,0,62,Web,24,25000,0,0,0,0
Control,0,0,0,0,0,0,22,App,70,50000,0,0,0,0
Control,1,1,1,0,0,0,52,Web,44,75000,0,0,0,0
Test,1,1,1,0,0,0,45,App,29,100000,0,0,0,0
Control,0,0,0,0,0,0,6,Web,29,25000,0,0,0,0
Control,1,1,1,0,0,0,5,App,52,75000,0,0,0,0
Test,1,0,0,0,0,0,169,Web,19,125000,0,0,0,0
Control,1,1,1,0,0,0,118,Web,62,50000,0,0,0,0
Control,1,0,0,0,0,0,3,App,43,50000,0,0,0,0
Control,0,0,0,0,0,0,87,App,28,75000,0,2,1,0
Test,1,1,0,0,1,0,19,Web,51,25000,0,7,3,0
Test,1,1,0,0,1,0,0,App,32,50000,0,0,0,0
Control,1,1,1,0,0,0,50,App,39,50000,0,0,0,0
Control,0,0,0,0,0,0,60,Web,54,100000,0,0,0,0
Test,1,1,1,1,0,0,17,App,51,75000,0,0,0,1
Control,0,0,0,0,0,0,40,App,70,75000,0,0,0,0
Control,1,1,1,0,0,0,112,Web,44,100000,0,0,0,0
Control,1,1,0,0,0,0,53,Web,55,50000,0,0,0,0
Control,1,1,1,0,0,0,124,App,67,50000,1,0,0,0
Test,1,1,0,0,0,0,95,App,46,75000,0,0,0,0
Test,1,1,0,0,0,0,30,Web,63,100000,0,0,0,0
Test,1,1,1,0,0,0,80,App,33,50000,0,0,0,0
Control,1,1,1,0,0,0,150,App,38,100000,0,0,0,0
Test,1,1,1,1,0,0,81,Web,62,75000,0,1,3,1
Test,1,1,1,1,0,0,152,App,64,25000,0,0,0,1
Test,1,1,0,0,1,0,99,App,25,50000,0,0,0,0
Control,0,0,0,0,0,0,172,App,37,100000,0,0,0,0
Control,0,0,0,0,0,0,157,Web,48,100000,0,0,0,0
Test,1,0,0,0,0,0,146,Web,59,75000,0,6,3,0
Test,1,1,0,0,0,0,83,App,66,75000,0,0,0,0
Control,0,0,0,0,0,0,178,App,27,75000,0,0,0,0
Test,1,1,1,1,0,0,32,Web,48,50000,0,0,0,1
Test,1,1,1,1,1,0,78,Web,36,25000,0,0,0,0
Test,1,1,1,1,0,1,175,Web,30,50000,0,0,0,1
Test,1,1,1,0,0,0,89,App,50,75000,1,0,0,0
Test,1,1,1,0,0,0,166,App,25,50000,0,0,0,0
Test,1,1,1,1,0,0,151,App,39,100000,0,0,0,1
Test,0,0,0,0,0,0,174,Web,69,100000,1,0,0,0
Control,1,1,0,0,0,0,67,Web,61,25000,0,0,0,0
Test,1,1,1,1,0,0,57,Web,40,25000,1,0,0,1
Control,1,1,1,0,0,0,56,Web,59,25000,0,0,0,0
Control,1,0,0,0,0,0,85,App,49,75000,0,0,0,0
Test,1,1,0,0,0,0,144,Web,18,100000,0,0,0,0
Control,1,1,1,0,0,0,99,Web,40,25000,0,0,0,0
Test,1,1,1,1,0,0,138,App,20,25000,0,0,0,1
Control,1,1,1,0,0,0,69,Web,66,50000,0,0,0,0
Test,1,1,1,1,0,0,101,App,55,75000,0,6,6,1
Test,1,0,0,0,0,0,165,Web,45,75000,0,0,0,0
Test,1,1,1,0,0,0,123,Web,65,75000,0,0,0,0
Control,1,1,1,0,0,0,119,Web,42,50000,0,0,0,0
Control,0,0,0,0,0,0,173,App,24,75000,0,0,0,0
Control,1,1,1,0,0,0,106,App,42,25000,0,0,0,0
Test,1,1,1,1,0,0,4,App,50,75000,0,0,0,1
